location_type,parent_station,stop_code,stop_id,stop_lat,stop_lon,stop_name,wheelchair_boarding,zone_id
0,,076A12_TM,53407,4.489742543924137,-74.108943918188,Br. Puerta al Llano Rural,1,
0,,077A12_TM,53408,4.514429139065111,-74.12136276391254,Br. San Juan Bautista,1,
0,,078A12_TM,53409,4.581003592479625,-74.10190933371591,Estación Restrepo,1,
0,,078B12_TM,53410,4.580696238182592,-74.10144604128864,Estación Restrepo,1,
0,,079A12_TM,53411,4.580416630893415,-74.10152725709193,Br. San José Sur,1,
0,,079B12_TM,53412,4.580809101650471,-74.10211897143985,Br. San José Sur,1,
0,,080A12_TM,53413,4.579552469366609,-74.10022114540678,Universidad Antonio Nariño,1,
0,,080B12_TM,53414,4.579799238166381,-74.10060704135778,Universidad Antonio Nariño,1,
0,,081A12_TM,53415,4.580025623686387,-74.10045735119897,Br. Ciudad Jardín Sur,1,
0,,081B12_TM,53416,4.579805308853683,-74.10012729407248,Br. Ciudad Jardín Sur,1,
0,,082A12_TM,53417,4.578741604562224,-74.0985625838572,Br. Ciudad Jardín Sur,1,
0,,082B12_TM,53418,4.578528549482598,-74.09822414142485,Br. Ciudad Jardín Sur,1,
0,,083A12_TM,53419,4.577708501759282,-74.09751381437239,Br. San José Sur,1,
0,,083B12_TM,53420,4.577958048382721,-74.09789677050728,Br. San José Sur,1,
0,,084A12_TM,53421,4.575945296031983,-74.09502298880804,Br. Sociego Sur,1,
0,,329A06_TM,53422,4.681891772373001,-74.13206822054912,Br. San José De Fontibón,1,
0,,330A06_TM,53423,4.68195223795635,-74.13199403709287,Br. San José De Fontibón,1,
0,,331A06_TM,53424,4.68111987350398,-74.1290188667898,Br. Puerta de Teja,1,
0,,333A06_TM,53425,4.6836701912338,-74.12653543189117,Br. Puerta de Teja,1,
0,,335A06_TM,53426,4.6849592386038665,-74.15510103594447,Br. San Pablo Jericó,1,
0,,336A06_TM,53427,4.68573023865059,-74.15722103582816,Urb. Fuengirola,1,
0,,347A06_TM,53428,4.667535900903125,-74.11808615873878,Br. Modelia,1,
