trip_id,route_id,service_id,shape_id,departure_s,arrival_s,stops,first_stop,last_stop,metres
TTB890122.1.10039,10039,1,10039,16200,18900,12,73512,62315,13995.0
TTB890189.1.10039,10039,1,10039,16500,19095,12,73512,62315,13995.0
TTB890249.1.10039,10039,1,10039,16800,19440,12,73512,62315,13995.0
TTB890306.1.10039,10039,1,10039,17100,19845,12,73512,62315,13995.0
TTB890365.1.10039,10039,1,10039,17400,20190,12,73512,62315,13995.0
TTB890419.1.10039,10039,1,10039,17700,20520,12,73512,62315,13995.0
TTB890463.1.10039,10039,1,10039,18000,21060,12,73512,62315,13995.0
TTB890552.1.10039,10039,1,10039,18300,21390,12,73512,62315,13995.0
TTB890621.1.10039,10039,1,10039,18600,21600,12,73512,62315,13995.0
TTB890070.2.10039,10039,1,10039,18900,21990,12,73512,62315,13995.0
TTB890749.1.10039,10039,1,10039,19200,22140,12,73512,62315,13995.0
TTB890097.2.10039,10039,1,10039,19500,22590,12,73512,62315,13995.0
TTB890856.1.10039,10039,1,10039,19800,22890,12,73512,62315,13995.0
TTB890933.1.10039,10039,1,10039,20070,23160,12,73512,62315,13995.0
TTB890168.2.10039,10039,1,10039,20340,23430,12,73512,62315,13995.0
TTB891048.1.10039,10039,1,10039,20610,23700,12,73512,62315,13995.0
TTB890572.2.10039,10039,1,10039,20880,23970,12,73512,62315,13995.0
TTB891147.1.10039,10039,1,10039,21120,24225,12,73512,62315,13995.0
TTB890122.3.10039,10039,1,10039,21360,24585,12,73512,62315,13995.0
TTB891240.1.10039,10039,1,10039,21600,24840,12,73512,62315,13995.0
TTB891279.1.10039,10039,1,10039,21795,25110,12,73512,62315,13995.0
TTB890249.3.10039,10039,1,10039,21990,25335,12,73512,62315,13995.0
TTB891347.1.10039,10039,1,10039,22185,25425,12,73512,62315,13995.0
TTB891381.1.10039,10039,1,10039,22380,25725,12,73512,62315,13995.0
TTB890306.3.10039,10039,1,10039,22575,25920,12,73512,62315,13995.0
TTB890753.1.10039,10039,1,10039,22770,26100,12,73512,62315,13995.0
TTB890419.3.10039,10039,1,10039,22965,26310,12,73512,62315,13995.0
TTB891488.1.10039,10039,1,10039,23160,26460,12,73512,62315,13995.0
TTB891515.1.10039,10039,1,10039,23355,26700,12,73512,62315,13995.0
TTB890463.3.10039,10039,1,10039,23550,26835,12,73512,62315,13995.0
TTB890256.1.10039,10039,1,10039,23730,27000,12,73512,62315,13995.0
TTB891584.1.10039,10039,1,10039,23910,27255,12,73512,62315,13995.0
TTB890621.3.10039,10039,1,10039,24090,27435,12,73512,62315,13995.0
TTB891624.1.10039,10039,1,10039,24270,27540,12,73512,62315,13995.0
TTB891104.1.10039,10039,1,10039,24450,27795,12,73512,62315,13995.0
TTB890749.3.10039,10039,1,10039,24630,27975,12,73512,62315,13995.0
TTB890592.1.10039,10039,1,10039,24810,28080,12,73512,62315,13995.0
TTB891692.1.10039,10039,1,10039,24990,28335,12,73512,62315,13995.0
TTB890097.4.10039,10039,1,10039,25170,28575,12,73512,62315,13995.0
TTB890356.1.10039,10039,1,10039,25350,28755,12,73512,62315,13995.0
TTB890932.1.10039,10039,1,10039,25530,28950,12,73512,62315,13995.0
TTB890933.3.10039,10039,1,10039,25710,29130,12,73512,62315,13995.0
TTB890813.1.10039,10039,1,10039,25890,29235,12,73512,62315,13995.0
TTB891037.1.10039,10039,1,10039,26070,29490,12,73512,62315,13995.0
TTB891048.3.10039,10039,1,10039,26250,29655,12,73512,62315,13995.0
TTB890895.1.10039,10039,1,10039,26460,29880,12,73512,62315,13995.0
TTB890854.1.10039,10039,1,10039,26670,30075,12,73512,62315,13995.0
TTB891147.3.10039,10039,1,10039,26880,30195,12,73512,62315,13995.0
TTB890274.1.10039,10039,1,10039,27090,30435,12,73512,62315,13995.0
TTB891240.3.10039,10039,1,10039,27300,30600,12,73512,62315,13995.0
TTB891080.1.10039,10039,1,10039,27510,30780,12,73512,62315,13995.0
TTB890138.1.10039,10039,1,10039,27720,30960,12,73512,62315,13995.0
TTB890249.5.10039,10039,1,10039,27930,31125,12,73512,62315,13995.0
TTB891381.2.10039,10039,1,10039,28140,31185,12,73512,62315,13995.0
TTB891324.1.10039,10039,1,10039,28350,31485,12,73512,62315,13995.0
TTB890306.5.10039,10039,1,10039,28560,31635,12,73512,62315,13995.0
TTB890419.4.10039,10039,1,10039,28770,31830,12,73512,62315,13995.0
TTB891488.3.10039,10039,1,10039,28980,32040,12,73512,62315,13995.0
TTB890463.4.10039,10039,1,10039,29220,32280,12,73512,62315,13995.0
TTB890256.3.10039,10039,1,10039,29460,32520,12,73512,62315,13995.0
TTB891584.2.10039,10039,1,10039,29700,32760,12,73512,62315,13995.0
TTB890621.4.10039,10039,1,10039,29940,33000,12,73512,62315,13995.0
TTB891624.3.10039,10039,1,10039,30180,33120,12,73512,62315,13995.0
TTB890749.4.10039,10039,1,10039,30420,33480,12,73512,62315,13995.0
TTB890592.3.10039,10039,1,10039,30660,33615,12,73512,62315,13995.0
TTB891479.1.10039,10039,1,10039,30900,33960,12,73512,62315,13995.0
TTB890356.2.10039,10039,1,10039,31140,34110,12,73512,62315,13995.0
TTB890097.6.10039,10039,1,10039,31380,34410,12,73512,62315,13995.0
TTB890813.2.10039,10039,1,10039,31620,34605,12,73512,62315,13995.0
TTB890933.5.10039,10039,1,10039,31860,34665,12,73512,62315,13995.0
TTB890167.1.10039,10039,1,10039,32100,35010,12,73512,62315,13995.0
TTB891048.5.10039,10039,1,10039,32340,35100,12,73512,62315,13995.0
TTB891147.4.10039,10039,1,10039,32580,35445,12,73512,62315,13995.0
TTB890854.3.10039,10039,1,10039,32820,35595,12,73512,62315,13995.0
TTB891690.1.10039,10039,1,10039,33060,35925,12,73512,62315,13995.0
TTB891240.5.10039,10039,1,10039,33300,36090,12,73512,62315,13995.0
TTB891381.3.10039,10039,1,10039,33570,36435,12,73512,62315,13995.0
TTB890249.7.10039,10039,1,10039,33840,36705,12,73512,62315,13995.0
TTB890306.7.10039,10039,1,10039,34110,36975,12,73512,62315,13995.0
TTB890419.5.10039,10039,1,10039,34380,37245,12,73512,62315,13995.0
TTB891488.5.10039,10039,1,10039,34740,37485,12,73512,62315,13995.0
TTB890256.5.10039,10039,1,10039,35100,37950,12,73512,62315,13995.0
TTB890621.5.10039,10039,1,10039,35460,38325,12,73512,62315,13995.0
TTB891624.5.10039,10039,1,10039,35820,38640,12,73512,62315,13995.0
TTB890592.5.10039,10039,1,10039,36180,38970,12,73512,62315,13995.0
TTB890356.4.10039,10039,1,10039,36540,39255,12,73512,62315,13995.0
TTB890933.6.10039,10039,1,10039,36900,39690,12,73512,62315,13995.0
TTB890813.4.10039,10039,1,10039,37260,40050,12,73512,62315,13995.0
TTB891048.7.10039,10039,1,10039,37620,40410,12,73512,62315,13995.0
TTB891147.5.10039,10039,1,10039,37980,40770,12,73512,62315,13995.0
TTB890854.5.10039,10039,1,10039,38355,41145,12,73512,62315,13995.0
TTB891240.7.10039,10039,1,10039,38730,41520,12,73512,62315,13995.0
TTB891381.5.10039,10039,1,10039,39135,41790,12,73512,62315,13995.0
TTB890306.9.10039,10039,1,10039,39540,42210,12,73512,62315,13995.0
TTB891488.7.10039,10039,1,10039,39945,42630,12,73512,62315,13995.0
TTB890419.6.10039,10039,1,10039,40350,43050,12,73512,62315,13995.0
TTB890256.7.10039,10039,1,10039,40755,43470,12,73512,62315,13995.0
TTB890621.7.10039,10039,1,10039,41175,43890,12,73512,62315,13995.0
TTB891624.7.10039,10039,1,10039,41595,44310,12,73512,62315,13995.0
TTB890356.6.10039,10039,1,10039,42015,44730,12,73512,62315,13995.0
TTB890933.8.10039,10039,1,10039,42435,45150,12,73512,62315,13995.0
TTB890813.6.10039,10039,1,10039,42855,45570,12,73512,62315,13995.0
TTB891048.9.10039,10039,1,10039,43275,45945,12,73512,62315,13995.0
TTB891147.7.10039,10039,1,10039,43695,46365,12,73512,62315,13995.0
TTB890854.7.10039,10039,1,10039,44115,46785,12,73512,62315,13995.0
TTB891381.7.10039,10039,1,10039,44535,47205,12,73512,62315,13995.0
TTB890306.11.10039,10039,1,10039,44955,47625,12,73512,62315,13995.0
TTB891488.9.10039,10039,1,10039,45375,48045,12,73512,62315,13995.0
TTB890419.8.10039,10039,1,10039,45795,48465,12,73512,62315,13995.0
TTB890256.9.10039,10039,1,10039,46215,48885,12,73512,62315,13995.0
TTB890621.9.10039,10039,1,10039,46635,49305,12,73512,62315,13995.0
TTB891624.9.10039,10039,1,10039,47055,49770,12,73512,62315,13995.0
TTB890356.8.10039,10039,1,10039,47475,50190,12,73512,62315,13995.0
TTB890933.10.10039,10039,1,10039,47895,50610,12,73512,62315,13995.0
TTB890813.8.10039,10039,1,10039,48315,51030,12,73512,62315,13995.0
TTB891048.11.10039,10039,1,10039,48735,51450,12,73512,62315,13995.0
TTB891147.9.10039,10039,1,10039,49155,51870,12,73512,62315,13995.0
TTB890854.9.10039,10039,1,10039,49575,52290,12,73512,62315,13995.0
TTB891381.9.10039,10039,1,10039,49995,52710,12,73512,62315,13995.0
TTB890306.13.10039,10039,1,10039,50415,53100,12,73512,62315,13995.0
TTB891488.11.10039,10039,1,10039,50835,53520,12,73512,62315,13995.0
TTB890419.10.10039,10039,1,10039,51255,53940,12,73512,62315,13995.0
TTB890256.11.10039,10039,1,10039,51675,54360,12,73512,62315,13995.0
TTB890621.11.10039,10039,1,10039,52095,54780,12,73512,62315,13995.0
TTB891624.11.10039,10039,1,10039,52515,55200,12,73512,62315,13995.0
TTB890356.10.10039,10039,1,10039,52935,55590,12,73512,62315,13995.0
TTB890933.12.10039,10039,1,10039,53355,55980,12,73512,62315,13995.0
TTB890813.10.10039,10039,1,10039,53775,56340,12,73512,62315,13995.0
TTB891048.13.10039,10039,1,10039,54195,56865,12,73512,62315,13995.0
TTB891147.11.10039,10039,1,10039,54615,57285,12,73512,62315,13995.0
TTB890854.11.10039,10039,1,10039,55035,57705,12,73512,62315,13995.0
TTB891381.11.10039,10039,1,10039,55455,58065,12,73512,62315,13995.0
TTB890306.15.10039,10039,1,10039,55875,58545,12,73512,62315,13995.0
TTB891488.13.10039,10039,1,10039,56175,58725,12,73512,62315,13995.0
TTB890419.12.10039,10039,1,10039,56475,59145,12,73512,62315,13995.0
TTB891101.1.10039,10039,1,10039,56775,59325,12,73512,62315,13995.0
TTB890256.13.10039,10039,1,10039,57075,59745,12,73512,62315,13995.0
TTB890621.13.10039,10039,1,10039,57375,60045,12,73512,62315,13995.0
TTB891624.13.10039,10039,1,10039,57675,60390,12,73512,62315,13995.0
TTB890388.1.10039,10039,1,10039,57975,60765,12,73512,62315,13995.0
TTB890356.12.10039,10039,1,10039,58275,61065,12,73512,62315,13995.0
TTB890933.14.10039,10039,1,10039,58575,61290,12,73512,62315,13995.0
TTB890813.12.10039,10039,1,10039,58875,61665,12,73512,62315,13995.0
TTB891666.1.10039,10039,1,10039,59175,61965,12,73512,62315,13995.0
TTB891502.2.10039,10039,1,10039,59475,62190,12,73512,62315,13995.0
TTB891048.15.10039,10039,1,10039,59910,62640,12,73512,62315,13995.0
TTB891147.13.10039,10039,1,10039,60345,63090,12,73512,62315,13995.0
TTB890854.13.10039,10039,1,10039,60780,63540,12,73512,62315,13995.0
TTB891408.2.10039,10039,1,10039,61215,63990,12,73512,62315,13995.0
TTB891488.15.10039,10039,1,10039,61650,64440,12,73512,62315,13995.0
TTB891101.3.10039,10039,1,10039,62085,64890,12,73512,62315,13995.0
TTB890419.14.10039,10039,1,10039,62520,65340,12,73512,62315,13995.0
TTB890621.15.10039,10039,1,10039,62955,65790,12,73512,62315,13995.0
TTB891624.15.10039,10039,1,10039,63390,66240,12,73512,62315,13995.0
TTB890388.3.10039,10039,1,10039,63855,66690,12,73512,62315,13995.0
TTB890933.16.10039,10039,1,10039,64320,67140,12,73512,62315,13995.0
TTB890813.14.10039,10039,1,10039,64785,67590,12,73512,62315,13995.0
TTB891502.4.10039,10039,1,10039,65250,68040,12,73512,62315,13995.0
TTB891048.17.10039,10039,1,10039,65730,68655,12,73512,62315,13995.0
TTB891147.15.10039,10039,1,10039,66210,69135,12,73512,62315,13995.0
TTB890854.15.10039,10039,1,10039,66690,69615,12,73512,62315,13995.0
TTB890952.2.10039,10039,1,10039,67170,70065,12,73512,62315,13995.0
TTB891488.17.10039,10039,1,10039,67650,70485,12,73512,62315,13995.0
TTB891101.5.10039,10039,1,10039,68130,70890,12,73512,62315,13995.0
TTB890419.16.10039,10039,1,10039,68610,71190,12,73512,62315,13995.0
TTB890749.7.10039,10039,1,10039,69090,71805,12,73512,62315,13995.0
TTB890720.2.10039,10039,1,10039,69570,72150,12,73512,62315,13995.0
TTB891778.2.10039,10039,1,10039,70050,72765,12,73512,62315,13995.0
TTB890813.16.10039,10039,1,10039,70530,73245,12,73512,62315,13995.0
TTB891502.6.10039,10039,1,10039,71010,73680,12,73512,62315,13995.0
TTB891505.2.10039,10039,1,10039,71490,74040,12,73512,62315,13995.0
TTB891147.17.10039,10039,1,10039,71970,74400,12,73512,62315,13995.0
TTB890854.17.10039,10039,1,10039,72450,74955,12,73512,62315,13995.0
TTB890952.4.10039,10039,1,10039,72930,75435,12,73512,62315,13995.0
TTB891488.19.10039,10039,1,10039,73410,75840,12,73512,62315,13995.0
TTB890419.18.10039,10039,1,10039,73890,76395,12,73512,62315,13995.0
TTB890523.2.10039,10039,1,10039,74370,76875,12,73512,62315,13995.0
TTB890720.4.10039,10039,1,10039,74850,77355,12,73512,62315,13995.0
TTB891822.2.10039,10039,1,10039,75330,77760,12,73512,62315,13995.0
TTB890813.18.10039,10039,1,10039,75810,78180,12,73512,62315,13995.0
TTB891502.8.10039,10039,1,10039,76290,78675,12,73512,62315,13995.0
TTB891505.4.10039,10039,1,10039,76770,79155,12,73512,62315,13995.0
TTB890727.2.10039,10039,1,10039,77250,79635,12,73512,62315,13995.0
TTB890854.19.10039,10039,1,10039,77730,80115,12,73512,62315,13995.0
TTB891488.21.10039,10039,1,10039,78210,80595,12,73512,62315,13995.0
TTB891266.2.10039,10039,1,10039,78690,81075,12,73512,62315,13995.0
TTB890419.20.10039,10039,1,10039,79170,81495,12,73512,62315,13995.0
TTB890523.4.10039,10039,1,10039,79650,81975,12,73512,62315,13995.0
TTB891822.4.10039,10039,1,10039,80130,82455,12,73512,62315,13995.0
TTB890813.20.10039,10039,1,10039,80595,82800,12,73512,62315,13995.0
TTB891502.10.10039,10039,1,10039,81075,83280,12,73512,62315,13995.0
TTB891505.6.10039,10039,1,10039,81495,83670,12,73512,62315,13995.0
TTB890727.4.10039,10039,1,10039,81915,84015,12,73512,62315,13995.0
TTB890854.21.10039,10039,1,10039,82335,84375,12,73512,62315,13995.0
TTB891488.23.10039,10039,1,10039,82800,84765,12,73512,62315,13995.0
TD1D40110.1.10039,10039,2,10039,16200,18630,12,73512,62315,13995.0
TD1D40168.1.10039,10039,2,10039,16560,18990,12,73512,62315,13995.0
TD1D40221.1.10039,10039,2,10039,16920,19350,12,73512,62315,13995.0
TD1D40272.1.10039,10039,2,10039,17280,19710,12,73512,62315,13995.0
TD1D40324.1.10039,10039,2,10039,17640,20070,12,73512,62315,13995.0
TD1D40370.1.10039,10039,2,10039,18000,20460,12,73512,62315,13995.0
TD1D40429.1.10039,10039,2,10039,18360,20820,12,73512,62315,13995.0
TD1D40476.1.10039,10039,2,10039,18720,21180,12,73512,62315,13995.0
TD1D40525.1.10039,10039,2,10039,19080,21540,12,73512,62315,13995.0
TD1D40566.1.10039,10039,2,10039,19440,21900,12,73512,62315,13995.0
TD1D40605.1.10039,10039,2,10039,19800,22290,12,73512,62315,13995.0
TD1D40656.1.10039,10039,2,10039,20130,22620,12,73512,62315,13995.0
TD1D40697.1.10039,10039,2,10039,20460,22950,12,73512,62315,13995.0
TD1D40112.2.10039,10039,2,10039,20790,23280,12,73512,62315,13995.0
TD1D40448.2.10039,10039,2,10039,21120,23610,12,73512,62315,13995.0
TD1D40793.1.10039,10039,2,10039,21450,23940,12,73512,62315,13995.0
TD1D40110.3.10039,10039,2,10039,21780,24270,12,73512,62315,13995.0
TD1D40168.3.10039,10039,2,10039,22050,24540,12,73512,62315,13995.0
TD1D40874.1.10039,10039,2,10039,22335,24825,12,73512,62315,13995.0
TD1D40221.3.10039,10039,2,10039,22605,25095,12,73512,62315,13995.0
TD1D40324.3.10039,10039,2,10039,22875,25365,12,73512,62315,13995.0
TD1D40926.1.10039,10039,2,10039,23145,25635,12,73512,62315,13995.0
TD1D40947.1.10039,10039,2,10039,23415,25920,12,73512,62315,13995.0
TD1D40429.3.10039,10039,2,10039,23685,26190,12,73512,62315,13995.0
TD1D40476.3.10039,10039,2,10039,23955,26460,12,73512,62315,13995.0
TD1D40983.1.10039,10039,2,10039,24225,26730,12,73512,62315,13995.0
TD1D40525.3.10039,10039,2,10039,24495,27000,12,73512,62315,13995.0
TD1D40566.3.10039,10039,2,10039,24765,27270,12,73512,62315,13995.0
TD1D40446.1.10039,10039,2,10039,25035,27540,12,73512,62315,13995.0
TD1D40656.3.10039,10039,2,10039,25305,27810,12,73512,62315,13995.0
TD1D40409.1.10039,10039,2,10039,25575,28080,12,73512,62315,13995.0
TD1D40697.3.10039,10039,2,10039,25845,28350,12,73512,62315,13995.0
TD1D40112.4.10039,10039,2,10039,26115,28620,12,73512,62315,13995.0
TD1D40565.1.10039,10039,2,10039,26385,28890,12,73512,62315,13995.0
TD1D40448.4.10039,10039,2,10039,26655,29160,12,73512,62315,13995.0
TD1D40110.5.10039,10039,2,10039,26925,29430,12,73512,62315,13995.0
TD1D40714.1.10039,10039,2,10039,27195,29745,12,73512,62315,13995.0
TD1D40168.5.10039,10039,2,10039,27465,30015,12,73512,62315,13995.0
TD1D40096.1.10039,10039,2,10039,27735,30285,12,73512,62315,13995.0
TD1D40221.5.10039,10039,2,10039,28005,30555,12,73512,62315,13995.0
TD1D40324.5.10039,10039,2,10039,28275,30825,12,73512,62315,13995.0
TD1D40796.1.10039,10039,2,10039,28545,31095,12,73512,62315,13995.0
TD1D40947.3.10039,10039,2,10039,28815,31380,12,73512,62315,13995.0
TD1D40429.5.10039,10039,2,10039,29085,31650,12,73512,62315,13995.0
TD1D40148.1.10039,10039,2,10039,29355,31920,12,73512,62315,13995.0
TD1D40983.3.10039,10039,2,10039,29625,32190,12,73512,62315,13995.0
TD1D40566.4.10039,10039,2,10039,29895,32460,12,73512,62315,13995.0
TD1D40525.5.10039,10039,2,10039,30165,32730,12,73512,62315,13995.0
TD1D40446.3.10039,10039,2,10039,30435,32970,12,73512,62315,13995.0
TD1D40571.1.10039,10039,2,10039,30705,33225,12,73512,62315,13995.0
TD1D40409.3.10039,10039,2,10039,30975,33495,12,73512,62315,13995.0
TD1D40697.5.10039,10039,2,10039,31245,33765,12,73512,62315,13995.0
TD1D40565.3.10039,10039,2,10039,31515,34035,12,73512,62315,13995.0
TD1D41077.1.10039,10039,2,10039,31785,34305,12,73512,62315,13995.0
TD1D40448.6.10039,10039,2,10039,32055,34575,12,73512,62315,13995.0
TD1D40691.1.10039,10039,2,10039,32325,34845,12,73512,62315,13995.0
TD1D40714.3.10039,10039,2,10039,32595,35130,12,73512,62315,13995.0
TD1D40168.7.10039,10039,2,10039,32925,35460,12,73512,62315,13995.0
TD1D40221.7.10039,10039,2,10039,33255,35790,12,73512,62315,13995.0
TD1D40596.1.10039,10039,2,10039,33585,36135,12,73512,62315,13995.0
TD1D40324.7.10039,10039,2,10039,33945,36480,12,73512,62315,13995.0
TD1D40947.5.10039,10039,2,10039,34305,36885,12,73512,62315,13995.0
TD1D40429.7.10039,10039,2,10039,34665,37245,12,73512,62315,13995.0
TD1D40983.5.10039,10039,2,10039,35025,37605,12,73512,62315,13995.0
TD1D40566.6.10039,10039,2,10039,35385,37965,12,73512,62315,13995.0
TD1D40446.5.10039,10039,2,10039,35745,38325,12,73512,62315,13995.0
TD1D40409.5.10039,10039,2,10039,36105,38730,12,73512,62315,13995.0
TD1D40762.1.10039,10039,2,10039,36465,39060,12,73512,62315,13995.0
TD1D40697.7.10039,10039,2,10039,36825,39435,12,73512,62315,13995.0
TD1D41077.3.10039,10039,2,10039,37185,39795,12,73512,62315,13995.0
TD1D40448.8.10039,10039,2,10039,37545,40140,12,73512,62315,13995.0
TD1D40714.5.10039,10039,2,10039,37905,40470,12,73512,62315,13995.0
TD1D40168.9.10039,10039,2,10039,38265,40830,12,73512,62315,13995.0
TD1D40815.1.10039,10039,2,10039,38625,41190,12,73512,62315,13995.0
TD1D40221.9.10039,10039,2,10039,38985,41550,12,73512,62315,13995.0
TD1D40324.9.10039,10039,2,10039,39345,41910,12,73512,62315,13995.0
TD1D40947.7.10039,10039,2,10039,39705,42270,12,73512,62315,13995.0
TD1D40429.9.10039,10039,2,10039,40065,42615,12,73512,62315,13995.0
TD1D40827.1.10039,10039,2,10039,40425,42975,12,73512,62315,13995.0
TD1D40983.7.10039,10039,2,10039,40785,43335,12,73512,62315,13995.0
TD1D40566.8.10039,10039,2,10039,41145,43695,12,73512,62315,13995.0
TD1D40446.7.10039,10039,2,10039,41505,44055,12,73512,62315,13995.0
TD1D40410.1.10039,10039,2,10039,41865,44415,12,73512,62315,13995.0
TD1D40762.3.10039,10039,2,10039,42225,44775,12,73512,62315,13995.0
TD1D40697.9.10039,10039,2,10039,42585,45135,12,73512,62315,13995.0
TD1D41077.5.10039,10039,2,10039,42945,45495,12,73512,62315,13995.0
TD1D40448.10.10039,10039,2,10039,43305,45945,12,73512,62315,13995.0
TD1D40714.7.10039,10039,2,10039,43695,46335,12,73512,62315,13995.0
TD1D40168.11.10039,10039,2,10039,44085,46725,12,73512,62315,13995.0
TD1D40815.3.10039,10039,2,10039,44475,47115,12,73512,62315,13995.0
TD1D40221.11.10039,10039,2,10039,44895,47520,12,73512,62315,13995.0
TD1D40324.11.10039,10039,2,10039,45315,47925,12,73512,62315,13995.0
TD1D40429.11.10039,10039,2,10039,45735,48345,12,73512,62315,13995.0
TD1D40827.3.10039,10039,2,10039,46155,48765,12,73512,62315,13995.0
TD1D40983.9.10039,10039,2,10039,46575,49155,12,73512,62315,13995.0
TD1D40566.10.10039,10039,2,10039,46995,49545,12,73512,62315,13995.0
TD1D40446.9.10039,10039,2,10039,47415,49965,12,73512,62315,13995.0
TD1D40762.5.10039,10039,2,10039,47835,50385,12,73512,62315,13995.0
TD1D40697.11.10039,10039,2,10039,48255,50805,12,73512,62315,13995.0
TD1D41077.7.10039,10039,2,10039,48675,51285,12,73512,62315,13995.0
TD1D40448.12.10039,10039,2,10039,49095,51705,12,73512,62315,13995.0
TD1D40714.9.10039,10039,2,10039,49515,52125,12,73512,62315,13995.0
TD1D40168.13.10039,10039,2,10039,49935,52545,12,73512,62315,13995.0
TD1D40253.2.10039,10039,2,10039,50355,52920,12,73512,62315,13995.0
TD1D40221.13.10039,10039,2,10039,50775,53340,12,73512,62315,13995.0
TD1D40324.13.10039,10039,2,10039,51195,53760,12,73512,62315,13995.0
TD1D40055.2.10039,10039,2,10039,51615,54180,12,73512,62315,13995.0
TD1D40827.5.10039,10039,2,10039,52035,54600,12,73512,62315,13995.0
TD1D40566.12.10039,10039,2,10039,52455,55050,12,73512,62315,13995.0
TD1D40446.11.10039,10039,2,10039,52875,55470,12,73512,62315,13995.0
TD1D40762.7.10039,10039,2,10039,53295,55890,12,73512,62315,13995.0
TD1D40697.13.10039,10039,2,10039,53715,56265,12,73512,62315,13995.0
TD1D40122.2.10039,10039,2,10039,54135,56640,12,73512,62315,13995.0
TD1D40776.2.10039,10039,2,10039,54555,57060,12,73512,62315,13995.0
TD1D40714.11.10039,10039,2,10039,54975,57480,12,73512,62315,13995.0
TD1D40168.15.10039,10039,2,10039,55395,57900,12,73512,62315,13995.0
TD1D40253.4.10039,10039,2,10039,55815,58260,12,73512,62315,13995.0
TD1D40221.15.10039,10039,2,10039,56235,58680,12,73512,62315,13995.0
TD1D40324.15.10039,10039,2,10039,56655,59100,12,73512,62315,13995.0
TD1D40811.2.10039,10039,2,10039,57075,59520,12,73512,62315,13995.0
TD1D40055.4.10039,10039,2,10039,57495,59940,12,73512,62315,13995.0
TD1D40429.14.10039,10039,2,10039,57915,60360,12,73512,62315,13995.0
TD1D40566.14.10039,10039,2,10039,58365,60810,12,73512,62315,13995.0
TD1D41037.2.10039,10039,2,10039,58815,61260,12,73512,62315,13995.0
TD1D40762.9.10039,10039,2,10039,59295,61740,12,73512,62315,13995.0
TD1D40122.4.10039,10039,2,10039,59775,62265,12,73512,62315,13995.0
TD1D40158.2.10039,10039,2,10039,60255,62745,12,73512,62315,13995.0
TD1D40168.17.10039,10039,2,10039,60735,63225,12,73512,62315,13995.0
TD1D40253.6.10039,10039,2,10039,61215,63735,12,73512,62315,13995.0
TD1D40221.17.10039,10039,2,10039,61695,64215,12,73512,62315,13995.0
TD1D40324.17.10039,10039,2,10039,62175,64695,12,73512,62315,13995.0
TD1D40811.4.10039,10039,2,10039,62655,65100,12,73512,62315,13995.0
TD1D40429.16.10039,10039,2,10039,63135,65535,12,73512,62315,13995.0
TD1D40999.2.10039,10039,2,10039,63615,66015,12,73512,62315,13995.0
TD1D41037.4.10039,10039,2,10039,64095,66495,12,73512,62315,13995.0
TD1D40480.2.10039,10039,2,10039,64575,66960,12,73512,62315,13995.0
TD1D40796.3.10039,10039,2,10039,65055,67425,12,73512,62315,13995.0
TD1D40122.6.10039,10039,2,10039,65535,67905,12,73512,62315,13995.0
TD1D41054.2.10039,10039,2,10039,66015,68385,12,73512,62315,13995.0
TD1D40112.6.10039,10039,2,10039,66495,68865,12,73512,62315,13995.0
TD1D40253.8.10039,10039,2,10039,66975,69405,12,73512,62315,13995.0
TD1D40242.2.10039,10039,2,10039,67455,69885,12,73512,62315,13995.0
TD1D40324.19.10039,10039,2,10039,67935,70365,12,73512,62315,13995.0
TD1D40037.2.10039,10039,2,10039,68415,70800,12,73512,62315,13995.0
TD1D40999.4.10039,10039,2,10039,68955,71340,12,73512,62315,13995.0
TD1D41037.6.10039,10039,2,10039,69495,71880,12,73512,62315,13995.0
TD1D41122.2.10039,10039,2,10039,70095,72480,12,73512,62315,13995.0
TD1D40374.2.10039,10039,2,10039,70695,73065,12,73512,62315,13995.0
TD1D41054.4.10039,10039,2,10039,71295,73665,12,73512,62315,13995.0
TD1D40112.8.10039,10039,2,10039,71895,74190,12,73512,62315,13995.0
TD1D40253.10.10039,10039,2,10039,72495,74775,12,73512,62315,13995.0
TD1D40324.21.10039,10039,2,10039,73095,75375,12,73512,62315,13995.0
TD1D40037.4.10039,10039,2,10039,73695,75975,12,73512,62315,13995.0
TD1D40044.2.10039,10039,2,10039,74295,76635,12,73512,62315,13995.0
TD1D41037.8.10039,10039,2,10039,74895,77235,12,73512,62315,13995.0
TD1D41122.4.10039,10039,2,10039,75495,77745,12,73512,62315,13995.0
TD1D40374.4.10039,10039,2,10039,76095,78330,12,73512,62315,13995.0
TD1D41054.6.10039,10039,2,10039,76695,78930,12,73512,62315,13995.0
TD1D40112.10.10039,10039,2,10039,77295,79455,12,73512,62315,13995.0
TD1D40253.12.10039,10039,2,10039,77895,80040,12,73512,62315,13995.0
TD1D40779.2.10039,10039,2,10039,78495,80640,12,73512,62315,13995.0
TD1D40037.6.10039,10039,2,10039,79095,81240,12,73512,62315,13995.0
TD1D40044.4.10039,10039,2,10039,79695,81870,12,73512,62315,13995.0
TD1D41037.10.10039,10039,2,10039,80265,82455,12,73512,62315,13995.0
TD1D40936.2.10039,10039,2,10039,80790,82920,12,73512,62315,13995.0
TD1D40374.6.10039,10039,2,10039,81375,83475,12,73512,62315,13995.0
TD1D41054.8.10039,10039,2,10039,81900,84000,12,73512,62315,13995.0
