agency_id,route_color,route_id,route_long_name,route_short_name,route_text_color,route_type
3,0000ff,12557,L815 Est. Av. 1 Mayo || L815 Villa del Cerro,LL815,ffffff,3
3,0000ff,12571,Tibabuyes,C134,ffffff,3
3,0000ff,12572,Tibabuyes,C134,ffffff,3
3,0000ff,12578,G514 Bosa San José || G514 Portal Sur,GG514,ffffff,3
3,0000ff,12580,Porciúncula ||  Bosa San jose,91,ffffff,3
3,0000ff,12581,Germania ||  Bosa San José,99,ffffff,3
3,0000ff,12582,Porciuncula ||  Bosa San Jose Ciclovía,91,ffffff,3
3,0000ff,12583,Palermo ||  San José 1,731,ffffff,3
3,0000ff,12584,Germania ||  Bosa San Diego,544A,ffffff,3
3,0000ff,12586,Germanía ||  Bosa San Diego Ciclovía,544A,ffffff,3
3,0000ff,12588,Porciuncula ||  Isla del Sol,56A,ffffff,3
3,0000ff,12589,Porciuncula ||  Isla del Sol Ciclovía,56A,ffffff,3
3,0000ff,12593,Germania ||  Roma,C1,ffffff,3
3,0000ff,12594,Germania ||  Roma Ciclovía,C1,ffffff,3
3,0000ff,12598,A600 San Diego || H600 Jerusalen,HA600,ffffff,3
3,0000ff,12600,A610 Chicó Norte || H610 Paraíso,HA610,ffffff,3
3,0000ff,12602,D607 Morato || H607 Arborizadora Alta,HD607,ffffff,3
3,0000ff,12603,F615 Estación Biblioteca Tintal || H615 Arborizadora Alta,HF615,ffffff,3
3,0000ff,12604,K627 Salitre || H627 Alpes,HK627,ffffff,3
3,0000ff,12623,Est. Venecia ||  Boitá,G528,ffffff,3
3,0000ff,12633,H737 Portal Usme || H737 Bolonia,HH737,ffffff,3
3,0000ff,12653,Portal Suba,T55,ffffff,3
3,0000ff,12654,H719 Vereda el Hato || H719 Usme Centro,HH719,ffffff,3
3,0000ff,12657,A405 San Diego || F405 Camelia,FA405,ffffff,3
3,0000ff,12660,Pq. Central Bavaria,A134,ffffff,3
3,0000ff,12661,Pq. Central Bavaria Ciclovía,A134,ffffff,3
3,0000ff,12662,A164 Porciuncula || C164 Suba Tibabuyes,CA164,ffffff,3
3,0000ff,12663,B165 Unicentro || C165 Suba Rincon,CB165,ffffff,3
3,0000ff,12664,B165 Unicentro || C165 Suba Rincon,CB165,ffffff,3
3,0000ff,12665,Unicentro,B165,ffffff,3
3,0000ff,12666,Unicentro,B165,ffffff,3
3,0000ff,12667,B165 Unicentro || C165 Suba Rincon,CB165,ffffff,3
3,0000ff,12668,B165 Unicentro || C165 Suba Rincon,CB165,ffffff,3
3,0000ff,12672,Porvenir,G529,ffffff,3
3,0000ff,12673,Tierra Buena,291,ffffff,3
3,0000ff,12674,F918 Patio Bonito || B918 Terminal Norte,BF918,ffffff,3
3,0000ff,12680,G546 La Marlene || F546 Portal Américas,GF546,ffffff,3
3,0000ff,12681,Portal Américas,F546,ffffff,3
3,0000ff,12682,La Marlene,G546,ffffff,3
3,0000ff,12683,H645 Portal Sur || H645 Arborizadora Alta,HH645,ffffff,3
3,0000ff,12684,A410 Chicó Norte || F410 Tierra Buena,FA410,ffffff,3
3,0000ff,12685,A410 Chicó Norte || F410 Tierra Buena Ciclovía,FA410,ffffff,3
3,0000ff,12687,Chicó ||  Metrovivienda,593,ffffff,3
3,0000ff,12688,Chicó ||  Metrovivienda Ciclovía,593,ffffff,3
3,0000ff,12689,Aeropuerto ||  Bosa San Jose,927,ffffff,3
3,0000ff,12691,El Recreo,G157,ffffff,3
3,0000ff,12694,A518 Estación Héroes || G518 San Bernardino Potreritos,GA518,ffffff,3
3,0000ff,12698,Tihuaque ||  Patio Bonito,T30B,ffffff,3
3,0000ff,12714,Cantabria ||  Estación Calle 146,19-7,ffffff,3
3,0000ff,12715,Suba Corpas  ||  Bosa San Diego,94,ffffff,3
3,0000ff,12716,A547 Centro || G547 Bosa San Diego,GA547,ffffff,3
3,0000ff,12717,A532 Chapinero Central || G532 Metrovivienda,GA532,ffffff,3
3,0000ff,12718,A532 Chapinero Central || G532 Metrovivienda Ciclovía,GA532,ffffff,3
3,0000ff,12725,H639 Villa Mayor || H639 Arborizadora Alta,HH639,ffffff,3
3,0000ff,12730,A213 Galerías || D213 Villa Teresita,DA213,ffffff,3
3,0000ff,12731,A213 Galerías || D213 Villa Teresita Ciclovía,DA213,ffffff,3
3,0000ff,12738,Engativa Centro,SE14,ffffff,3
3,0000ff,12739,Diana Turbay,SE14,ffffff,3
3,0000ff,12740,D212 Quirigua ||  D212 Engativá Centro,DD212,ffffff,3
3,0000ff,12741,Germania ||  Engativá,SE10,ffffff,3
3,0000ff,12742,Germania ||  Engativá Ciclovía,SE10,ffffff,3
3,0000ff,12743,F409 Est.Banderas || F409 Tierra Buena,FF409,ffffff,3
3,0000ff,12744,D212 Portal Calle 80 || D212 Engativá Centro,DD212,ffffff,3
3,0000ff,12745,F402 Est. Banderas || F402 Palmitas,FF402,ffffff,3
3,0000ff,12746,A218 Centro || D218 Engativa Centro,DA218,ffffff,3
3,0000ff,12748,L533 Doña Liliana || G533 Metrovivienda,GL533,ffffff,3
3,0000ff,12749,Centro Internacional ||  Engativá,142,ffffff,3
3,0000ff,12750,A218 Centro || D218 Engativa Centro Ciclovía,DA218,ffffff,3
3,0000ff,12754,K903 Aeropuerto || B903 Verbenal,BK903,ffffff,3
3,0000ff,12756,Engativa ||  Unicentro,C25,ffffff,3
3,0000ff,12757,Engativa ||  Unicentro Ciclovía,C25,ffffff,3
3,0000ff,12758,B237 Unicentro || D237 Engativà Centro,BD237,ffffff,3
3,0000ff,12765,13-5 Est. 1 de Mayo,13-2,ffffff,3
3,0000ff,12766,Estación Av. 1 Mayo,13-4,ffffff,3
3,0000ff,12767,Estación Av. 1 Mayo,13-5,ffffff,3
3,0000ff,12774,Canada Güira ||  Engativà,740,ffffff,3
3,0000ff,12776,Mirandela ||  Engativà,402,ffffff,3
3,0000ff,12777,Providencia Alta,C101,ffffff,3
3,0000ff,12778,Sabana del Dorado,C101,ffffff,3
3,0000ff,12779,Sabana de Dorado,806,ffffff,3
3,0000ff,12780,Providencia Alta,806,ffffff,3
3,0000ff,12783,Lourdes ||  Engativá,E25,ffffff,3
3,0000ff,12784,Lourdes ||  Engativá Ciclovía,E25,ffffff,3
3,0000ff,12785,Engativá,539,ffffff,3
3,0000ff,12786,El Uval,539,ffffff,3
3,0000ff,12788,Mirandela ||  Villa Gladys,442,ffffff,3
3,0000ff,12789,Engativá,577,ffffff,3
3,0000ff,12790,Diana Turbay,577,ffffff,3
3,0000ff,12793,B217 Unicentro || D217 Sabanas del Dorado,DB217,ffffff,3
3,0000ff,12795,Nueva Roma ||  Portal Sur,TC14,ffffff,3
3,0000ff,12797,La Estrellita,330,ffffff,3
3,0000ff,12800,H116 San Carlos || C116 Fontanar del Rio,CH116,ffffff,3
3,0000ff,12801,Favidi ||  Estación Banderas,F423,ffffff,3
3,0000ff,12803,Chapinero ||  Bosa San Diego,C15,ffffff,3
3,0000ff,12834,L602 Los Laches || H602  Galicia,HL602,ffffff,3
3,0000ff,12844,Teusaquillo ||  Mochuelo Bajo,796A,ffffff,3
3,0000ff,12845,A018 Est. Comuneros || G018 Centro Mayor,AG018,ffffff,3
3,0000ff,12852,H209 Galicia || D209 Villa Teresita,DH209,ffffff,3
3,0000ff,12856,L307 La Castaña || K307 El Recodo,KL307,ffffff,3
3,0000ff,12868,Perdomo ||  Portal Sur,10-6,ffffff,3
3,0000ff,12869,Libertadores ||  San Bernardino Potreritos,117,ffffff,3
3,0000ff,12870,Pontevedra ||  San Bernardino,607A,ffffff,3
3,0000ff,12884,A620 San Diego || H620 La Estancia,HA620,ffffff,3
3,0000ff,12889,Gaviotas,L155,ffffff,3
3,0000ff,12890,Suba Gaitana,C155,ffffff,3
3,0000ff,12891,Juan Rey,139,ffffff,3
3,0000ff,12892,Bosa San Jose,139,ffffff,3
3,0000ff,12893,Gaviotas ||  Metrovivienda,111,ffffff,3
3,0000ff,12894,A809 Marly || L809 Santa Rita Sur Oriental,LA809,ffffff,3
3,0000ff,12895,A809 Marly || L809 Santa Rita Sur Oriental Ciclovía,LA809,ffffff,3
3,0000ff,12896,G816 Villa del Rio || L816 Doña Liliana,LG816,ffffff,3
3,0000ff,12902,A642 Porciúncula || H642 Rincon de Venecia,HA642,ffffff,3
3,0000ff,12903,A642 Porciuncula || H642 Rincón de Venecia Ciclovía,HA642,ffffff,3
3,0000ff,12908,Centro,A302,ffffff,3
3,0000ff,12909,Centro,A302,ffffff,3
3,0000ff,12921,A319 Centro Andino || K319 Fontibon Brisas,KA319,ffffff,3
3,0000ff,12922,A319 Centro Andino || K319 Fontibon Brisas Ciclovía,KA319,ffffff,3
3,0000ff,12934,K812 Terminal Salitre || L812 Villa del cerro,LK812,ffffff,3
3,0000ff,12935,K812 Terminal Salitre || L812 Villa del Cerro Ciclovía,LK812,ffffff,3
3,0000ff,12937,Estación Bicentenario ||  Las Cruces,14-1,ffffff,3
3,0000ff,12940,La María ||  Bicentenario,15-5,ffffff,3
3,0000ff,12941,La María ||  Bicentenario Ciclovía,15-5,ffffff,3
3,0000ff,12942,El Recodo,K302,ffffff,3
3,0000ff,12943,A324 La Perseverancia || K324 Fontibon Brisas,KA324,ffffff,3
3,0000ff,12944,San Martín de Loba,L329,ffffff,3
3,0000ff,12946,San Martín de Loba Ciclovía,L329,ffffff,3
3,0000ff,12947,Fontibon Brisas Ciclovía,K329,ffffff,3
3,0000ff,12949,Terminal Norte,661,ffffff,3
3,0000ff,12951,Terminal Norte,B907,ffffff,3
3,0000ff,12953,Terminal Norte Ciclovía,B907,ffffff,3
3,0000ff,12954,El Codito,B314,ffffff,3
3,0000ff,12955,Fontibón Brisas,K314,ffffff,3
3,0000ff,12956,El Uval,H318,ffffff,3
3,0000ff,12957,Fontibón Brisas,K318,ffffff,3
3,0000ff,12958,El Dorado Laches,L325,ffffff,3
3,0000ff,12959,Fontibón Brisas,K325,ffffff,3
3,0000ff,12962,Fontibón Brisas,K331,ffffff,3
3,0000ff,12963,Calle 222,B902,ffffff,3
3,0000ff,12964,B902 Calle 170 || G902 Metrovivienda,BG902,ffffff,3
3,0000ff,12966,Calle 197,B902,ffffff,3
3,0000ff,12977,Colina-Calle 153 ||  Bosa San José,E16A,ffffff,3
3,0000ff,12979,H622 La Fiscala || H622 Rincon De Venecia,HH622,ffffff,3
3,0000ff,12982,Chapinero ||  Bosa San Diego Ciclovía,C15,ffffff,3
3,0000ff,12995,A520 Est.Las Nieves || G520 Bosa San Diego,GA520,ffffff,3
3,0000ff,12996,A520 Est. Las Nieves || G520 Bosa San Diego Ciclovía,GA520,ffffff,3
3,0000ff,13002,Est. Calle 100,A305,ffffff,3
3,0000ff,13004,A821 Est. Universidades || L821 Est. Bicentenario,LA821,ffffff,3
3,0000ff,13005,A680 Las Aguas AM || H680 Isla del Sol AM,HA680,ffffff,3
3,0000ff,13006,A680 Las Aguas PM || H680 Isla del Sol PM,HA680,ffffff,3
3,0000ff,13013,Consuelo ||  Palmitas,7,ffffff,3
3,0000ff,13014,Consuelo ||  Palmitas,7,ffffff,3
3,0000ff,13015,Consuelo ||  Palmitas,7,ffffff,3
3,0000ff,13016,Paraíso ||  Patio Bonito,C201,ffffff,3
3,0000ff,13019,Paraíso ||  Patio Bonito,C201,ffffff,3
3,0000ff,13020,Paraíso ||  Patio Bonito,C201,ffffff,3
3,0000ff,13022,A611 Est. Calle 100 || H611 Santo Domingo,HA611,ffffff,3
3,0000ff,13023,F603 Corabastos || H603 Santo Domingo,HF603,ffffff,3
3,0000ff,13024,A567 Porciuncula || G567 Parques de Bogotá,GA567,ffffff,3
3,0000ff,13025,Calle 153 ||  Bosa San José,634,ffffff,3
3,0000ff,13026,Unicentro ||  Catalina II,192,ffffff,3
3,0000ff,13028,Unicentro ||  Catalina II Ciclovía,192,ffffff,3
3,0000ff,13038,A814 Porciúncula || L814 Horacio Orjuela,LA814,ffffff,3
3,0000ff,13041,A814 Porciúncula || L814 Horacio Orjuela Ciclovía,LA814,ffffff,3
3,0000ff,13042,A814 Porciúncula || L814 Horacio Orjuela Festivo,LA814,ffffff,3
3,0000ff,13044,A814 Porciúncula || L814 Horacio Orjuela Ciclovía,LA814,ffffff,3
3,0000ff,13050,Modelia ||  Estacion Av Rojas,17-3,ffffff,3
3,0000ff,13051,Estacion Av Rojas,17-3,ffffff,3
3,0000ff,13052,Modelia,17-3,ffffff,3
3,0000ff,13053,H604 Est. General Santander || H604 Santo Domingo,HH604,ffffff,3
3,0000ff,13054,Germania ||  La Magdalena,688,ffffff,3
3,0000ff,13055,Germania ||  La Magdalena,688,ffffff,3
3,0000ff,13057,F407 Banderas || F407 La Magdalena,FF407,ffffff,3
3,0000ff,13058,Chico Norte ||  Engativà,466,ffffff,3
3,0000ff,13059,Chico Norte ||  Engativà Ciclovía,466,ffffff,3
3,0000ff,13062,Las Mercedes ||  Portal Suba,11-6,ffffff,3
3,0000ff,13070,Fontibon Brisas,K329,ffffff,3
3,0000ff,13086,Metrovivienda,G509,ffffff,3
3,0000ff,13087,B401 Est Mazurén || F401 Tierra Buena,FB401,ffffff,3
3,0000ff,13090,Est Mazurén,B401,ffffff,3
3,0000ff,13091,Tierra Buena,F401,ffffff,3
3,0000ff,13092,D122 Alkosto KR 68 || C122 Aures II,CD122,ffffff,3
3,0000ff,13093,D122 Alkosto Cra 68 || C122 Aures II Ciclovía,CD122,ffffff,3
3,0000ff,13094,H817 Est. Nariño || L817 Gaviotas,LH817,ffffff,3
3,0000ff,13096,A618 Germania || H618 Santo Domingo,HA618,ffffff,3
3,0000ff,13098,G512 Parques de Bogotá || F512 Portal Américas,GF512,ffffff,3
3,0000ff,13099,Portal Américas,F512,ffffff,3
3,0000ff,13100,Usme Centro,H907,ffffff,3
3,0000ff,13101,Usme Centro Ciclovía,H907,ffffff,3
3,0000ff,13102,Parques de Bogotá,G512,ffffff,3
3,0000ff,13103,B162 San Cristóbal Norte  || C162 Villa Gloria,CB162,ffffff,3
3,0000ff,13106,Portal Usme,3-3,ffffff,3
3,0000ff,13108,K646 Puente Aéreo || H646 Paraíso,HK646,ffffff,3
3,0000ff,13110,Usme Centro,H718,ffffff,3
3,0000ff,13114,Lisboa ||  Portal Suba,11-9,ffffff,3
3,0000ff,13117,Gaviotas,L919,ffffff,3
3,0000ff,13118,Terminal Norte,B919,ffffff,3
3,0000ff,13119,Tetminal Norte Ciclovía,B919,ffffff,3
3,0000ff,13120,Terminal Norte,B919,ffffff,3
3,0000ff,13121,A151 Centro || C151 Tibabuyes,CA151,ffffff,3
3,0000ff,13122,A151 Centro || C151 Tibabuyes Ciclovía,CA151,ffffff,3
3,0000ff,13123,A151 Centro || C151 Tibabuyes Ciclovía,CA151,ffffff,3
3,0000ff,13124,A151 Centro || C151 Tibabuyes Ciclovía,CA151,ffffff,3
3,0000ff,13132,Suba Tibabuyes,C321,ffffff,3
3,0000ff,13133,Fontibon Brisas,K321,ffffff,3
3,0000ff,13134,Fiscala Alta,H453,ffffff,3
3,0000ff,13135,La Rivera,F453,ffffff,3
3,0000ff,13137,Terminal Norte,T25,ffffff,3
3,0000ff,13138,L155 Gaviotas || C155 Portal 20 de julio,CL155,ffffff,3
3,0000ff,13139,L155 Gaviotas  || C155 Av 1 de mayo,CL155,ffffff,3
3,0000ff,13140,Diana Turbay,H131,ffffff,3
3,0000ff,13141,Bilbao,C131,ffffff,3
3,0000ff,13142,Diana Turbay Ciclovía,H131,ffffff,3
3,0000ff,13143,Bilbao Ciclovía,C131,ffffff,3
3,0000ff,13146,La Estrellita,330,ffffff,3
3,0000ff,13147,Cerros de Oriente,H322,ffffff,3
3,0000ff,13148,Fontibon Brisas,K322,ffffff,3
3,0000ff,13149,Fontibon Brisas Ciclovía,K322,ffffff,3
3,0000ff,13151,G712 Bosa Estacion || H712 El Uval,HG712,ffffff,3
3,0000ff,13154,Diana T. Cultivos,H439,ffffff,3
3,0000ff,13155,Tierra Buena,F439,ffffff,3
3,0000ff,13156,D717 Bonanza || H717 Usme Centro,HD717,ffffff,3
3,0000ff,13160,Diana Turbay,H529,ffffff,3
3,0000ff,13176,L808 La Castaña || L808 Est. Av 1 Mayo,LL808,ffffff,3
3,0000ff,13177,B647 AC 134 AK 9 || H647 Alpes,HB647,ffffff,3
3,0000ff,13178,B647 AC 134 AK 9 || H647 Alpes Ciclovía,HB647,ffffff,3
3,0000ff,13190,A538 El Retiro || G538 Bosa Centro,GA538,ffffff,3
3,0000ff,13191,A538 El Retiro || G538 Bosa Centro Ciclovía,GA538,ffffff,3
3,0000ff,13192,K715 Corferias || H715 El Uval,HK715,ffffff,3
3,0000ff,13193,A643 Paloquemao || H643 San Joaquín,HA643,ffffff,3
3,0000ff,13194,K715 Corferias || H715 El Uval Ciclovía,HK715,ffffff,3
3,0000ff,13195,Palermo Sur Ciclovía,T26,ffffff,3
3,0000ff,13196,Marichuela ||  Portal Usme,3-9,ffffff,3
3,0000ff,13197,L808 La Castaña,LL808,ffffff,3
3,0000ff,13199,Bilbao,C156,ffffff,3
3,0000ff,13200,La Esperanza Sur ||  Portal Usme,3-12,ffffff,3
3,0000ff,13201,L823 Las Mercedes || L823 Est. Bicentenario,LL823,ffffff,3
3,0000ff,13202,Fiscala Alta,H530,ffffff,3
3,0000ff,13203,Metrovivienda,G530,ffffff,3
3,0000ff,13204,Las Mercedes,L823,ffffff,3
3,0000ff,13205,Portal Usme,3-12,ffffff,3
3,0000ff,13206,Esperanza Sur,3-12,ffffff,3
3,0000ff,13207,Diana Turbay,H408,ffffff,3
3,0000ff,13208,Tierra Buena,F408,ffffff,3
3,0000ff,13209,Cerros de Oriente,H733,ffffff,3
3,0000ff,13210,Tierra Buena,F733,ffffff,3
3,0000ff,13211,El Uval ||  Portal Usme,3-14,ffffff,3
3,0000ff,13212,Portal Usme,3-14,ffffff,3
3,0000ff,13213,El Uval,3-14,ffffff,3
3,0000ff,13214,H728 Danubio || H728 Portal Usme,HH728,ffffff,3
3,0000ff,13215,H735 Uval || H735 Portal Usme,HH735,ffffff,3
3,0000ff,13216,H735 Portal Usme,HH735,ffffff,3
3,0000ff,13217,Virrey ||  Portal Usme,3-8,ffffff,3
3,0000ff,13218,Alfonso Lopez ||  Portal Usme,3-4,ffffff,3
3,0000ff,13219,Portal Usme,3-4,ffffff,3
3,0000ff,13220,Alfonso Lopez,3-4,ffffff,3
3,0000ff,13221,Portal Usme,3-8,ffffff,3
3,0000ff,13222,Virrey,3-8,ffffff,3
3,0000ff,13223,Usme Centro,3-10,ffffff,3
3,0000ff,13224,Chuniza ||  Portal Usme,3-3,ffffff,3
3,0000ff,13225,Portal Usme,3-3,ffffff,3
3,0000ff,13227,H729 La Aurora || H729 Portal Usme,HH729,ffffff,3
3,0000ff,13228,La Fiscala ||  Portal Usme,3-11,ffffff,3
3,0000ff,13229,Nebraska ||  Portal Usme,3-13,ffffff,3
3,0000ff,13230,Santa Librada ||  Portal Usme,3-2,ffffff,3
3,0000ff,13231,Av Caracas ||  Portal Usme,H738,ffffff,3
3,0000ff,13232,Av Caracas ||  Portal Usme,H738,ffffff,3
3,0000ff,13233,Portal Usme,H738,ffffff,3
3,0000ff,13234,Av Caracas,H738,ffffff,3
3,0000ff,13237,Teusaquillo ||  Mochuelo Bajo,796A,ffffff,3
3,0000ff,13242,A818 Galerias || L818 Aguas Claras,LA818,ffffff,3
3,0000ff,13243,Puerta al Llano,TC30,ffffff,3
3,0000ff,13244,Portal Usme,TC30,ffffff,3
3,0000ff,13245,Usme Pueblo,3-10,ffffff,3
3,0000ff,13246,Metrovivienda,G530,ffffff,3
3,0000ff,13247,Usminia ||  Portal Usme,3-5,ffffff,3
3,0000ff,13248,Portal Usme,3-5,ffffff,3
3,0000ff,13249,Usminia,3-5,ffffff,3
3,0000ff,13250,A947 Campín || B947 Arrayanes,BA947,ffffff,3
3,0000ff,13251,A947 Campín || B947 Arrayanes Ciclovía,BA947,ffffff,3
3,0000ff,13252,Metrovivienda,G147,ffffff,3
3,0000ff,13253,Bilbao,C147,ffffff,3
3,0000ff,13254,Metrovivienda,G208,ffffff,3
3,0000ff,13255,Puente de Guadua,D208,ffffff,3
3,0000ff,13256,Paloquemao,114A,ffffff,3
3,0000ff,13257,Altos de Zuque,114A,ffffff,3
3,0000ff,13258,A809 Hsp. San Cristobal || L809 Santa Rita Sur Oriental,LA809,ffffff,3
3,0000ff,13259,Metrovivienda,G137,ffffff,3
3,0000ff,13260,Suba Corpas,C137,ffffff,3
3,0000ff,13261,K276 CAN || D276 Engativá Centro,DK276,ffffff,3
3,0000ff,13262,K576 CAN || G576 Porvenir,GK576,ffffff,3
3,0000ff,13263,F417 Est. Bibl. Tintal  || F417 Tierra Buena,FF417,ffffff,3
3,0000ff,13280,Terminal Salitre ||  Terminal Norte,Z4B,ffffff,3
3,0000ff,13281,A306 Centro Andino || K306 Zona Franca,KA306,ffffff,3
3,0000ff,13282,A306 Centro Andino || K306 Zona Franca Ciclovía,KA306,ffffff,3
3,0000ff,13283,Centro Andino,A306,ffffff,3
3,0000ff,13284,Zona Franca,K306,ffffff,3
3,0000ff,13285,Nueva Delhi,L331,ffffff,3
3,0000ff,13286,La Riviera,F718,ffffff,3
3,0000ff,13288,H633 General Santander || H633 Acapulco,HH633,ffffff,3
3,0000ff,13289,H216 Centro Mayor || D216 Engativá Ciclovía,DH216,ffffff,3
3,0000ff,13290,L811 Aguas Claras || H811 Restrepo,LH811,ffffff,3
3,0000ff,13291,L811 Aguas Claras || H811 Restrepo Ciclovía,LH811,ffffff,3
3,0000ff,13292,H811 Restrepo,LH811,ffffff,3
3,0000ff,13294,Bosa Santa Fe ||  Arabia,P44,ffffff,3
3,0000ff,13315,La Roca ||  Parques De Bogota,C701,ffffff,3
3,0000ff,13316,Suba Gaitana ||  Bosa San Diego,599,ffffff,3
3,0000ff,13318,C705 Est. Suba CL 100 || H705 El Uval,HC705,ffffff,3
3,0000ff,13319,C705 Est. Suba CL 100 || H705 El Uval Ciclovía,HC705,ffffff,3
3,0000ff,13323,La Estancia ||  Portal Eldorado,16-7,ffffff,3
3,0000ff,13324,Portal Eldorado,16-7,ffffff,3
3,0000ff,13325,La Estancia,16-7,ffffff,3
3,0000ff,13326,Marly ||  El Recreo,579,ffffff,3
3,0000ff,13327,Marly ||  El Recreo Ciclovía,579,ffffff,3
3,0000ff,13328,Terminal Norte ||  Villa Gladys,P49,ffffff,3
3,0000ff,13329,Terminal Norte,E44,ffffff,3
3,0000ff,13330,El Uval,E44,ffffff,3
3,0000ff,13331,Fontibón Centro ||  Portal Eldorado,16-9,ffffff,3
3,0000ff,13332,Portal Eldorado,16-9,ffffff,3
3,0000ff,13333,Fontibón Centro,16-9,ffffff,3
3,0000ff,13334,Villemar ||  Portal Eldorado,16-10,ffffff,3
3,0000ff,13335,Portal Eldorado,16-10,ffffff,3
3,0000ff,13336,Villemar,16-10,ffffff,3
3,0000ff,13339,Zona Franca ||  Portal Eldorado,16-8,ffffff,3
3,0000ff,13340,Portal Eldorado,16-8,ffffff,3
3,0000ff,13341,Zona Franca,16-8,ffffff,3
3,0000ff,13342,Pinares,P7,ffffff,3
3,0000ff,13343,Belén ||  Portal El Dorado,16-12,ffffff,3
3,0000ff,13354,Portal El Dorado,16-12,ffffff,3
3,0000ff,13355,Belén,16-12,ffffff,3
3,0000ff,13356,Puente Grande ||  Portal Eldorado,K300,ffffff,3
3,0000ff,13357,Portal Eldorado,K300,ffffff,3
3,0000ff,13358,Portal  Eldorado,K300,ffffff,3
3,0000ff,13359,San Pablo Jericó ||  Portal ElDorado,K337,ffffff,3
3,0000ff,13360,Portal ElDorado,K337,ffffff,3
3,0000ff,13361,San Pablo Jericó,K337,ffffff,3
3,0000ff,13362,El Refugio ||  Portal ElDorado,K338,ffffff,3
3,0000ff,13368,Galerías ||  Rincón de Venecia,97,ffffff,3
3,0000ff,13370,Galerias ||  Rincón de Venecia Ciclovía,97,ffffff,3
3,0000ff,13371,Calle 222,T163,ffffff,3
3,0000ff,13372,Calle 197,T163,ffffff,3
3,0000ff,13373,Toberin,B906,ffffff,3
3,0000ff,13374,Villa Gladys,D906,ffffff,3
3,0000ff,13375,B167 Chico || C167 Villa Gloria,CB167,ffffff,3
3,0000ff,13378,L219 La Roca || D219 Engativá Centro,DL219,ffffff,3
3,0000ff,13379,L219 La Roca || D219 Engativá Centro Ciclovía,DL219,ffffff,3
3,0000ff,13380,K505 Corferias || G505 Bosa San Diego,GK505,ffffff,3
3,0000ff,13381,K505 Corferias || G505 Bosa San Diego Ciclovía,GK505,ffffff,3
3,0000ff,13406,Villa  Amalia ||   Portal Eldorado,16-5,ffffff,3
3,0000ff,13407,B020 Chicó Norte || A020 Estación La Castellana,AB020,ffffff,3
3,0000ff,13408,A319 Centro Andino || K319 Fontibon Brisas,KA319,ffffff,3
3,0000ff,13410,Suba Compartir,C323,ffffff,3
3,0000ff,13411,El Recodo,K323,ffffff,3
3,0000ff,13412,Germania,A127,ffffff,3
3,0000ff,13413,Fontanar del Rio,C127,ffffff,3
3,0000ff,13414,Moralba,L312,ffffff,3
3,0000ff,13415,Fontibon Brisas,K312,ffffff,3
3,0000ff,13445,A587 Teusaquillo || G587 Parques de Bogotá,GA587,ffffff,3
3,0000ff,13449,K606 Salitre || H606 San Joaquín,HK606,ffffff,3
3,0000ff,13450,A516 Chapinero || G516 Portal Sur,GA516,ffffff,3
3,0000ff,13451,A821 Est. Universidades || L821 Est. Bicentenario,LA821,ffffff,3
3,0000ff,13473,San Andrés ||  Portal Suba,11-2,ffffff,3
3,0000ff,13477,A541 Chapinero || G541 Bosa Centro,GA541,ffffff,3
3,0000ff,13478,Villa María ||  Portal Suba,11-3,ffffff,3
3,0000ff,13490,K502 Aeropuerto  || G502 Villa del Río,GK502,ffffff,3
3,0000ff,13491,A506 Galerías || G506 Catalina,GA506,ffffff,3
3,0000ff,13496,A541 Chapinero || G541 Bosa Centro Ciclovía,GA541,ffffff,3
3,0000ff,13507,Aures ||  Portal Suba,11-4,ffffff,3
3,0000ff,13508,Avenida Cali ||  Portal Suba,11-5,ffffff,3
3,0000ff,13509,Las Mercedes ||  Portal Suba,11-6,ffffff,3
3,0000ff,13510,Portal Suba,11-6,ffffff,3
3,0000ff,13511,Las Mercedes,11-6,ffffff,3
3,0000ff,13512,Pinar ||  Portal Suba,11-7,ffffff,3
3,0000ff,13513,Pinar,11-7,ffffff,3
3,0000ff,13514,B162 San Cristóbal Norte || C162 Villa Gloria,CB162,ffffff,3
3,0000ff,13515,La Gaitana ||  Portal Suba,11-8,ffffff,3
3,0000ff,13516,El Uval,E44,ffffff,3
3,0000ff,13517,Lisboa ||  Portal Suba,11-9,ffffff,3
3,0000ff,13518,El Uval Ciclovía,E44,ffffff,3
3,0000ff,13519,Bilbao ||  Portal Suba,11-10,ffffff,3
3,0000ff,13520,Bilbao ||  Portal Suba,11-10,ffffff,3
3,0000ff,13521,Suba Compartir ||  Portal Suba,C104,ffffff,3
3,0000ff,13525,San Martín de Loba,661,ffffff,3
3,0000ff,13526,A601 Chapinero || H601 Perdomo,HA601,ffffff,3
3,0000ff,13527,A601 Germania || H601 Perdomo Ciclovía,HA601,ffffff,3
3,0000ff,13540,A506 Galerías || G506 Catalina II Ciclovía,GA506,ffffff,3
3,0000ff,13582,G514 Bosa San José || G514 Portal Sur,GG514,ffffff,3
3,0000ff,13583,G524 Parques de Bogota || G524 Portal Sur,GG524,ffffff,3
3,0000ff,13584,Portal Sur,G524,ffffff,3
3,0000ff,13585,Parques de Bogota,G524,ffffff,3
3,0000ff,13592,Santo Domingo ||  Portal Sur,H640,ffffff,3
3,0000ff,13593,Santo Domingo ||  Portal Sur,H641,ffffff,3
3,0000ff,13672,Perdomo ||  Portal Sur,10-6,ffffff,3
